UserID,Adventure,Animation,Children,Comedy,Fantasy,Romance,Drama,Action,Crime,Thriller,Horror,Mystery,Sci-Fi,War,Musical,Documentary,IMAX,Western,Film-Noir
38,2,1,1,1,0,2,2,1,0,1,0,0,0,0,1,0,1,0,0
39,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0
40,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
41,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
42,3,0,0,5,1,5,2,6,1,4,0,0,4,1,0,0,0,0,0
43,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0
44,1,0,0,3,2,3,4,3,1,3,1,0,3,0,0,0,0,0,0
45,0,0,0,8,1,2,1,0,0,0,1,0,1,1,1,0,0,1,0
47,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
48,5,0,1,5,0,2,10,8,6,10,0,2,9,1,0,0,0,0,0
49,2,2,2,2,1,1,3,2,1,2,0,0,1,1,2,0,2,0,0
51,1,0,0,1,0,0,1,1,2,1,0,1,0,0,0,0,0,0,1
52,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
53,8,1,1,6,0,3,10,11,6,7,1,1,7,0,1,0,0,0,0
54,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0
55,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
56,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0
57,0,1,1,1,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0
58,4,1,1,6,4,2,7,5,3,3,0,0,2,1,0,0,0,0,0
59,2,0,1,2,0,3,4,3,2,4,1,1,3,1,0,0,0,0,0
60,3,0,0,1,0,1,0,3,1,2,0,1,2,0,0,0,0,0,0
61,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
62,2,0,0,4,0,1,4,2,3,2,1,1,3,0,0,0,0,0,1
64,2,0,0,0,0,0,2,2,0,1,2,1,1,0,0,0,0,0,0
65,0,0,2,3,0,1,6,1,3,1,1,1,1,0,0,0,0,0,0
66,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
67,2,0,0,0,0,1,2,1,0,1,0,0,2,0,0,0,0,0,0
68,0,0,0,2,0,0,1,0,0,0,2,1,1,0,1,0,0,0,0
69,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0
70,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
71,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0
72,1,0,0,2,1,0,2,1,0,0,0,0,1,1,0,0,0,0,0
73,6,1,0,7,1,1,3,8,1,3,2,1,4,1,2,0,0,0,0
74,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0
75,2,1,1,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
76,0,0,0,1,0,0,2,1,2,2,0,0,0,0,0,0,0,0,0
77,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
78,1,1,1,5,0,2,3,0,0,0,0,0,0,2,0,0,0,0,0
79,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0
80,3,2,2,1,0,0,2,1,0,0,0,0,1,0,1,0,1,0,0
81,1,0,0,2,0,2,1,1,1,1,0,1,1,0,0,0,0,0,1
82,1,0,0,0,0,1,5,3,3,3,1,0,0,1,0,0,1,0,0
83,0,1,1,1,0,0,2,1,1,1,0,0,1,0,1,0,0,0,0
84,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
85,1,0,0,2,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0
86,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
87,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
88,1,0,0,0,0,0,2,2,0,2,1,0,1,0,0,0,0,0,0
90,4,2,2,2,2,1,1,4,1,5,0,1,4,0,0,0,0,0,0
92,5,1,5,12,4,3,6,6,2,2,1,1,3,0,1,0,0,0,0
93,3,0,0,2,2,1,0,4,0,3,0,0,3,0,0,0,0,0,0
94,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0
95,2,1,1,2,1,0,2,2,1,2,0,0,0,0,0,0,0,0,0
96,1,0,0,0,0,0,4,1,3,2,0,0,0,0,0,0,0,1,0
97,1,0,1,0,1,1,1,0,0,0,1,0,1,1,1,0,0,0,0
98,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0
99,1,0,0,1,0,1,2,0,1,1,0,0,1,1,0,0,0,1,0
100,2,0,0,1,0,0,4,3,4,3,1,0,2,1,0,0,0,0,0
101,4,0,0,1,0,2,0,4,0,2,0,0,1,0,0,0,0,0,0
102,0,0,0,2,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
104,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
105,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
106,0,0,0,0,0,1,1,2,0,1,0,0,0,1,0,0,0,0,0
107,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,1
108,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
109,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
110,1,0,0,1,0,0,1,1,2,3,0,1,1,0,0,0,0,0,0
111,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
113,1,0,0,1,0,0,2,3,1,2,1,0,1,1,0,0,0,0,0
114,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0
115,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
116,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0
117,3,1,1,3,1,1,1,1,0,1,1,1,2,1,2,0,1,0,0
118,6,1,1,6,0,5,7,8,1,6,0,1,4,2,0,0,0,1,0
119,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,2,0,0,1,0,0,3,2,3,2,0,1,2,0,0,0,0,0,0
121,3,0,0,1,0,0,1,3,0,0,2,0,5,0,1,0,0,0,0
122,2,0,0,0,0,0,0,5,1,3,1,0,4,0,0,0,0,0,0
123,1,0,0,4,1,3,4,5,3,6,0,2,2,0,0,0,0,1,0
124,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
125,0,0,0,0,0,1,3,1,0,0,0,0,0,1,0,0,0,0,0
126,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0
127,2,0,0,1,0,1,0,4,1,3,0,1,1,0,0,0,0,0,0
128,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
129,1,0,0,0,0,1,1,1,2,2,0,1,0,0,0,0,0,0,1
130,5,0,0,1,1,0,1,8,1,3,0,1,6,0,0,0,0,0,0
131,1,0,0,5,2,2,2,1,1,0,0,0,1,0,0,0,0,0,0
133,2,0,0,6,1,2,4,2,1,2,0,0,1,2,0,0,0,0,0
134,1,0,0,2,0,2,1,4,0,3,0,1,2,1,0,0,0,0,0
135,2,1,1,2,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0
136,3,0,0,4,1,2,5,2,4,1,1,1,3,1,1,0,0,1,0
137,1,1,1,1,1,2,2,1,2,1,0,1,1,0,1,0,1,0,1
138,0,0,0,1,0,0,1,0,1,2,0,1,0,0,0,0,0,0,0
139,4,2,2,6,2,1,3,3,2,2,0,0,2,0,1,0,1,0,0
140,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
142,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
143,0,0,0,2,1,1,2,1,0,1,0,0,0,0,0,0,0,0,0
145,0,0,0,0,0,0,1,2,2,1,0,0,0,0,0,0,0,0,0
146,5,1,2,9,3,6,3,5,2,2,0,1,2,1,2,0,0,0,0
147,2,1,2,5,1,0,1,1,0,0,1,0,2,1,2,0,0,0,0
148,2,0,0,3,3,3,6,7,5,5,2,0,0,0,1,0,0,0,0
149,3,0,3,8,2,3,9,9,6,5,0,0,5,0,1,0,0,0,0
150,3,0,0,4,0,2,2,2,0,3,0,1,1,0,0,0,0,1,0
151,3,0,0,9,4,6,6,4,2,3,1,0,4,0,0,0,0,0,0
152,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
154,0,0,0,1,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0
156,1,0,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0
157,3,0,0,2,1,2,5,5,2,5,0,0,2,1,0,0,0,0,0
159,3,0,0,2,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0
160,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
161,1,0,0,2,0,2,1,2,1,0,1,0,1,1,0,0,0,0,0
162,4,1,1,2,1,1,1,5,2,5,0,1,2,0,0,0,0,0,0
163,2,1,1,3,2,3,4,3,1,3,2,0,1,0,0,0,0,0,0
165,4,1,0,4,0,0,2,4,1,1,1,0,4,0,1,0,0,0,0
166,3,1,1,3,3,0,4,6,2,1,0,0,2,1,1,0,1,0,0
168,0,0,0,2,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
169,5,1,1,6,3,2,8,2,3,6,1,3,3,2,1,0,1,0,2
170,0,0,0,2,0,1,1,1,0,0,2,0,1,1,1,0,0,0,0
173,6,1,3,3,2,0,7,7,5,6,0,3,4,2,2,0,0,1,1
174,2,0,0,0,0,0,1,1,1,0,1,0,2,0,0,0,0,0,0
175,2,1,1,5,2,3,9,0,0,0,0,0,1,1,0,0,0,1,0
176,1,0,0,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1
177,2,0,0,1,1,0,0,2,0,1,0,0,1,0,0,0,0,0,0
178,2,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
179,2,0,0,0,0,0,3,2,0,1,0,0,2,2,0,0,0,0,0
180,1,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0
181,3,0,0,4,0,1,5,7,2,3,0,0,3,1,0,0,0,0,0
182,1,0,1,4,2,1,2,1,2,1,0,0,0,0,0,0,0,0,0
183,0,0,0,0,0,0,0,1,1,2,0,1,1,0,0,0,0,0,1
184,2,2,2,2,1,1,2,1,1,2,0,0,1,0,2,0,1,0,0
186,1,1,1,3,2,1,2,0,1,2,1,1,0,0,0,0,0,0,0
187,2,0,0,3,0,2,7,4,5,6,0,3,1,1,0,0,0,1,1
188,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0
189,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
190,0,0,0,2,0,0,1,1,1,2,1,1,1,0,1,0,0,0,0
192,3,0,0,5,1,0,3,5,3,1,2,0,5,1,1,0,0,0,0
193,1,0,1,4,0,4,5,1,1,2,0,1,2,0,0,0,0,0,0
194,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
195,4,1,2,4,1,1,5,3,3,4,1,2,3,0,0,0,0,0,0
197,1,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0
198,8,1,1,4,3,2,7,9,6,3,0,1,5,1,0,0,0,0,0
199,4,0,0,4,0,1,6,5,2,3,1,0,5,2,0,0,1,0,0
200,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
202,6,3,2,7,1,2,6,7,4,5,0,1,4,1,3,0,1,0,0
203,0,0,0,0,0,1,4,2,1,1,0,0,0,2,0,0,0,0,0
204,3,2,4,6,2,4,7,6,1,1,0,0,4,2,2,0,1,0,0
205,0,0,0,3,0,1,1,0,2,2,1,1,0,0,0,0,0,0,1
206,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
207,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
208,4,0,0,3,0,0,2,5,0,2,0,0,3,0,1,0,0,0,0
209,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210,3,0,0,3,0,2,1,5,1,3,0,0,2,0,0,0,0,0,0
212,0,0,1,4,1,1,3,1,0,1,0,0,0,1,1,0,0,0,0
213,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
214,4,2,2,3,2,0,2,2,1,0,0,1,1,1,0,0,0,0,0
215,2,0,0,0,0,0,0,2,1,1,0,1,2,0,0,0,0,0,1
216,10,2,2,9,4,1,4,6,3,3,2,2,7,0,0,0,0,1,1
218,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0
220,1,0,0,2,0,0,1,1,2,1,0,0,0,1,0,0,0,0,0
221,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
222,2,0,1,1,0,1,3,1,0,0,0,0,3,0,0,0,0,0,0
223,3,3,2,3,1,0,3,2,0,0,0,0,1,2,2,0,1,0,0
224,1,0,0,3,0,1,1,1,2,2,0,0,1,0,0,0,0,0,0
225,3,1,1,6,1,1,9,4,7,5,0,2,2,3,1,0,1,1,1
227,0,0,0,1,0,0,2,0,0,0,1,2,0,0,0,0,0,0,0
228,0,0,0,1,0,1,2,0,0,1,1,0,0,0,0,0,0,0,0
229,1,1,2,2,1,2,4,2,1,1,0,0,1,0,1,0,2,0,0
230,0,0,1,3,0,1,3,2,2,1,2,0,4,0,0,0,0,0,0
231,5,0,0,2,0,0,3,6,2,1,2,0,3,1,0,0,0,0,0
233,1,0,1,0,1,0,2,1,0,0,0,0,0,1,1,0,0,0,0
234,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1
235,0,1,1,3,1,2,2,1,0,0,0,0,0,0,0,0,0,1,0
236,2,2,3,4,1,0,2,4,1,0,0,0,1,1,0,0,0,1,0
237,2,0,0,4,2,4,4,4,1,0,0,0,0,1,0,0,0,0,0
238,1,0,1,0,0,0,2,1,0,0,0,0,2,1,0,0,0,0,0
239,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
240,4,0,0,5,2,2,1,3,1,0,0,0,2,0,0,0,0,0,0
241,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
242,1,1,0,3,0,1,3,3,1,1,0,0,0,3,1,0,0,0,0
243,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
244,1,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0
245,4,0,0,1,0,1,3,5,1,2,0,1,3,3,0,0,0,0,1
246,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
249,1,0,0,5,1,2,1,3,1,1,0,0,1,0,0,0,0,0,0
250,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
251,3,0,0,2,1,1,2,1,0,2,0,0,0,0,0,0,0,1,0
252,2,0,0,2,0,1,2,3,1,1,0,0,2,1,0,0,0,0,0
253,0,0,0,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,1
255,1,1,0,3,1,1,3,3,1,2,0,0,1,1,1,0,0,1,0
256,2,0,0,0,0,0,1,4,2,2,0,0,2,0,0,0,0,0,0
257,1,0,0,2,1,0,2,1,0,0,0,0,1,0,0,0,0,1,0
258,2,0,1,2,1,2,4,4,3,3,0,0,2,0,0,0,0,0,0
259,0,0,0,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0
260,2,0,0,0,1,0,0,3,0,0,2,0,2,0,0,0,0,0,0
261,2,0,0,4,0,3,1,5,3,3,1,1,0,0,0,0,0,0,0
262,2,0,0,3,0,0,1,2,1,0,1,0,3,0,0,0,0,0,0
263,1,0,0,4,2,1,4,3,2,3,0,0,3,0,0,0,0,0,0
264,2,1,2,3,2,1,2,2,1,1,0,0,1,1,1,0,0,0,0
265,1,0,1,5,1,2,2,1,2,2,1,0,0,1,2,0,0,0,0
266,1,0,0,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0
267,1,0,1,0,0,0,6,3,3,1,0,0,0,2,0,0,0,0,0
268,1,0,0,3,3,2,2,2,0,2,0,0,0,1,0,0,0,0,0
269,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
270,3,0,0,2,1,2,1,3,0,1,0,1,1,1,0,0,0,0,0
271,3,0,0,4,3,2,3,6,1,2,0,1,2,1,1,0,0,0,0
272,4,1,2,5,3,0,8,6,3,4,2,2,4,1,0,0,0,0,0
273,3,0,0,0,0,1,1,6,0,3,0,1,1,1,0,0,0,0,0
274,0,0,0,0,0,0,2,1,3,2,0,1,1,0,0,0,0,0,0
275,4,0,0,3,0,0,1,3,0,2,0,1,2,0,0,0,0,0,0
277,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
279,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
280,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0
281,2,1,1,1,1,0,1,2,1,2,0,1,1,1,0,0,0,0,0
282,0,0,0,0,0,0,1,1,1,2,0,1,0,0,0,0,0,0,0
283,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
284,4,0,0,6,0,4,5,7,3,7,5,0,6,0,0,0,0,0,0
285,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
286,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
287,0,0,0,1,0,2,4,2,1,1,0,0,0,2,0,0,0,0,0
288,1,0,0,1,1,1,0,2,0,1,0,0,1,0,0,0,0,0,0
289,2,0,0,1,0,0,1,3,1,1,1,0,2,0,0,0,0,0,0
290,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
291,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0
292,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0
293,3,0,0,0,0,0,1,3,1,3,1,1,0,0,0,0,0,0,0
295,2,0,0,3,0,3,1,2,1,2,0,1,0,1,0,0,0,0,0
296,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
297,1,0,1,1,1,1,4,2,4,1,0,0,0,0,1,0,0,0,0
299,0,0,0,1,0,0,1,1,1,2,0,0,1,0,0,0,0,0,0
300,3,0,0,2,0,0,2,4,4,6,1,0,3,0,0,0,0,0,0
301,2,0,0,0,0,2,2,3,0,2,0,0,1,1,0,0,0,0,0
302,4,3,3,7,1,2,4,1,2,1,0,1,2,0,2,0,0,0,0
303,1,0,0,1,0,1,2,0,1,1,0,0,1,0,0,0,0,0,0
305,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
306,1,1,1,3,1,1,2,1,0,0,0,0,1,0,0,0,0,0,0
307,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0
308,0,0,0,5,0,0,7,2,4,4,1,3,1,0,0,0,0,0,1
309,2,1,1,3,1,0,3,1,3,2,1,1,1,0,0,0,0,0,0
310,2,1,1,7,1,3,3,1,2,1,0,0,2,0,0,0,0,1,0
311,3,0,0,0,0,0,0,3,0,2,0,1,1,0,0,0,0,0,0
312,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
313,2,0,0,0,0,0,0,2,0,2,0,1,1,0,0,0,0,0,0
314,2,0,1,3,1,2,5,4,2,3,1,0,2,2,1,0,0,2,0
316,2,0,0,0,0,0,0,3,0,2,0,0,3,0,0,0,0,0,0
317,1,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,1
319,3,1,0,6,1,0,9,4,3,3,2,0,1,2,1,0,0,1,0
321,2,0,0,0,0,3,2,4,0,3,0,0,2,0,0,0,0,0,0
322,0,0,0,2,0,1,2,2,0,0,0,0,1,2,0,0,0,0,0
323,1,0,0,1,0,0,2,0,2,2,0,1,1,0,0,0,0,0,0
324,2,1,1,2,1,1,1,1,0,2,0,1,0,0,1,0,0,0,0
325,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
326,6,0,1,5,1,1,5,5,2,5,1,2,4,0,1,0,0,0,0
327,0,0,0,1,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0
328,2,0,1,2,0,1,0,2,0,2,0,0,1,0,0,0,0,0,0
329,4,0,1,4,1,2,7,5,2,4,2,1,6,0,0,0,1,0,0
330,2,0,0,0,0,1,5,3,1,0,0,0,0,1,0,0,0,0,0
331,1,0,0,4,0,1,4,1,2,4,0,1,0,1,0,0,0,0,0
332,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
333,2,0,0,3,0,1,2,3,1,1,0,0,2,0,0,0,0,0,0
334,0,0,0,3,1,3,3,0,0,1,0,0,0,1,0,0,0,0,0
335,2,0,0,1,0,0,0,4,0,0,0,0,2,0,0,0,0,1,0
336,2,0,0,1,0,0,1,7,1,5,0,0,6,0,0,0,0,0,0
337,2,1,1,1,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0
338,4,2,2,9,0,5,4,3,1,2,1,0,3,1,1,0,0,0,0
339,1,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0
340,1,1,1,2,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0
342,2,0,0,3,0,1,2,4,2,4,0,1,4,1,0,0,0,0,0
343,1,0,0,2,1,0,0,2,1,0,0,1,1,0,0,0,0,0,0
344,4,0,0,1,0,0,0,3,0,1,0,0,2,0,0,0,0,0,0
345,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0
346,1,0,1,4,1,3,4,1,0,2,0,0,1,0,0,0,0,0,0
347,0,0,0,1,0,4,5,1,0,1,0,1,0,1,0,0,0,0,0
349,3,0,0,3,0,1,5,4,3,5,1,1,3,1,0,0,0,0,0
350,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0
351,2,0,0,4,2,1,3,4,2,5,0,0,2,0,0,0,0,0,0
352,1,0,0,1,0,0,4,0,0,2,0,2,0,1,0,0,0,0,0
353,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0
355,7,0,0,8,0,4,5,5,1,6,0,0,9,1,0,0,0,1,0
356,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
358,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
359,2,0,1,0,0,1,2,2,0,2,0,1,4,0,0,0,0,0,0
360,2,1,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0
361,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
363,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0
364,0,0,0,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,1
366,4,0,0,3,0,1,3,2,1,1,0,0,3,1,0,0,0,0,0
367,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
368,3,1,1,4,2,3,2,2,0,2,0,0,1,0,0,0,0,0,0
369,1,0,0,3,1,2,1,2,0,0,0,0,1,0,0,0,0,0,0
370,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0
371,0,0,0,2,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0
372,7,1,1,2,1,5,3,8,0,8,2,1,4,0,0,0,1,0,0
373,0,0,0,0,0,0,0,1,1,3,0,1,1,0,0,0,0,0,1
374,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
375,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
376,1,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0
377,3,0,0,0,0,1,1,6,3,6,2,3,5,1,0,0,0,0,1
378,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
379,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
380,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
381,3,0,0,3,0,0,0,3,0,1,0,1,5,1,0,0,0,0,0
382,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
385,1,0,0,1,0,0,3,1,2,4,2,2,1,0,0,0,0,0,0
386,2,0,0,3,0,0,1,1,1,2,0,0,2,0,0,0,0,0,0
387,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0
388,1,0,0,2,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
389,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
390,2,0,0,3,1,1,1,3,1,0,0,0,2,0,0,0,0,0,0
391,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0
392,5,0,0,5,2,3,5,6,1,1,3,2,1,1,0,0,1,0,0
