UserID,MovieID,Rating
3837,2985,2
854,2657,2
3639,588,2
4746,1198,4
3675,3448,4
4523,2268,4
1312,2987,3
2351,2997,4
4809,357,4
4049,1356,4
3512,1617,5
290,527,5
3202,3408,5
1211,1196,4
2548,2987,3
1329,1617,3
3394,1258,5
3589,457,5
872,2683,3
4869,2011,3
3498,349,5
1556,1617,4
5489,1240,4
4789,527,5
3819,1291,4
3831,2916,2
1781,2174,5
4021,733,4
2933,608,3
915,593,5
4290,1265,5
146,2174,5
4425,2599,4
4579,1079,3
3783,3361,4
3389,3081,3
1400,1,5
4810,1242,4
4048,2000,5
4507,1213,5
3410,3527,4
2747,1,4
3748,1270,4
4449,3176,4
5140,3471,4
3815,2797,5
2913,3408,3
2592,1258,4
4458,1258,4
394,1573,5
4082,2997,4
169,3175,4
2173,1193,4
408,3114,4
3433,2804,5
3896,1968,1
33,919,4
2069,2987,5
1142,2763,3
788,1,4
2348,1136,4
788,1206,2
3825,1391,1
5565,1219,5
3808,1573,4
5037,2355,4
658,1608,3
3714,3176,3
4285,1247,2
5360,2959,3
1228,733,4
4867,1294,4
3147,1391,3
4700,1197,4
2383,3448,3
4160,1544,3
5266,1617,4
4092,3448,5
5443,2028,5
3955,589,4
3833,1259,2
4266,2716,4
2240,919,5
1358,1127,5
3992,2115,4
1361,377,2
1155,736,2
5289,912,5
677,2763,2
911,2683,3
3626,1225,3
2071,356,4
5824,3253,4
4478,3623,2
3274,457,5
3010,541,5
655,1221,2
4456,3114,5
3569,150,4
5404,2710,2
5042,223,4
4906,1240,4
725,1252,5
4060,1721,4
5507,2699,3
5021,3471,4
1182,1036,4
2777,1391,3
3474,3671,4
3909,736,4
1623,2174,4
2888,919,5
1974,924,5
1015,2710,3
5011,588,4
832,1265,4
2436,260,5
4607,3578,4
3819,2858,4
5630,588,4
5277,736,2
3313,1094,3
5661,1,5
4757,608,5
1088,260,5
5397,1210,4
1451,1517,4
778,260,5
2507,1676,5
1579,150,4
4489,2700,4
1507,3421,5
4425,2858,4
4459,1193,4
5070,3361,5
3778,593,4
3963,1193,5
3868,1721,4
746,3256,3
1501,21,4
3037,47,5
5663,1242,4
30,2762,4
1727,296,5
4287,1097,3
5312,1097,5
4372,3176,3
1859,1136,4
2380,2011,3
1840,2657,4
3784,1923,3
5873,1291,5
1861,3623,2
1746,1,3
660,1732,2
4994,1221,5
2645,1288,4
1696,296,5
4688,260,5
1903,908,4
2092,111,3
889,3753,3
550,920,3
3816,50,5
4934,1721,1
4040,1356,3
4253,1214,4
899,1,4
5178,1265,5
5837,380,5
2541,2791,4
5792,2028,5
3208,2000,4
2689,3751,5
1425,3081,4
1552,1673,5
456,733,3
5333,318,5
2118,1079,5
5568,2571,5
3300,2529,5
5153,1221,4
1920,1580,5
4113,1230,3
5832,2918,4
3906,480,3
453,39,4
5629,2997,5
20,589,4
5011,527,5
543,1073,3
665,1258,4
2188,2321,3
5676,1193,5
2550,858,5
3090,2918,3
4921,2355,4
5865,2628,3
5365,1517,5
3537,3793,5
1297,3527,3
1420,2762,5
2129,2194,4
4655,2640,5
457,1222,4
5504,260,5
1202,2321,5
1930,2797,3
1616,1923,4
4299,2858,3
2857,2571,4
3918,1193,5
3504,648,4
5100,47,5
1051,3751,5
3092,1270,3
5650,1210,3
5180,1196,4
5655,457,3
3967,1221,4
1124,3793,5
5265,367,4
3353,1221,5
839,2987,5
4460,2700,3
3263,3753,5
2878,1610,3
1242,924,5
5442,2268,3
6040,111,5
727,527,4
2668,608,4
3823,1968,3
1333,1291,3
2880,110,2
2599,1288,5
889,1374,4
954,32,4
5971,1,4
355,1270,4
2190,3793,4
4501,1036,3
2896,1673,1
5239,3418,4
149,3256,4
5848,50,3
3484,3753,5
3513,1090,4
249,2706,5
3292,1294,5
3309,2115,3
2445,3527,5
4140,2302,4
4478,3256,4
4186,1073,1
2404,2028,5
981,457,2
2323,1387,4
1750,908,5
2561,2395,4
346,1097,4
5615,1220,3
3957,1196,5
1666,2571,4
3387,318,4
4979,1089,2
5034,2858,4
4347,595,3
4220,2997,4
4223,2916,3
1366,1036,4
1841,608,4
5304,1617,3
5054,1732,3
3138,924,4
1663,3255,4
1409,1136,5
1884,1721,5
2876,733,4
4277,923,5
2636,1265,4
3705,2699,3
1124,1196,3
1279,733,3
1807,1,3
3336,648,3
2180,1127,3
3999,541,4
5763,2791,4
1406,1393,4
2097,1,3
1889,1954,4
5514,3081,5
1628,590,4
3847,1580,3
850,1517,3
5539,593,4
2089,541,4
3055,380,2
181,1968,4
3312,1580,3
4227,1200,5
1304,1220,3
3868,1923,5
231,1198,5
996,1584,4
958,1089,3
2419,2028,4
654,1265,3
1516,733,5
4882,1374,4
4386,2987,5
3808,1265,5
4999,1291,3
937,2000,4
4732,2455,4
5113,110,3
4470,3114,5
5225,1197,4
4277,3471,5
939,1259,4
2748,527,1
10,1923,5
411,2916,3
5631,1193,5
1623,1214,5
2172,2762,4
3336,736,2
654,1210,4
716,32,5
5925,3421,4
2472,296,5
454,2571,3
240,2100,2
3215,3751,4
5995,1376,5
2114,1288,4
880,780,3
4449,3751,4
698,1198,4
3436,1214,5
203,527,3
322,2716,2
57,3753,3
4375,1265,4
2271,1221,5
829,1221,3
767,2916,4
2880,1240,3
3248,919,3
1958,1961,5
5339,1036,4
2165,2571,5
941,2683,1
190,2395,5
1283,356,4
3641,3702,4
108,2657,3
1716,2763,3
2880,1220,4
2842,3160,2
3356,924,5
2344,3793,3
1105,2571,2
275,1291,3
4247,1391,3
442,2174,3
1218,2012,2
830,1196,3
157,260,4
2952,480,4
4327,1374,3
889,1208,4
4748,2797,4
2664,357,2
2572,589,5
1181,1304,4
3842,1968,5
1449,2987,3
957,1258,4
2485,1090,4
3178,1222,3
919,1247,4
1976,1584,3
4252,2763,4
1112,1127,4
5775,1220,5
679,1197,4
1988,21,4
5573,912,4
330,1221,5
1880,1527,3
4748,39,5
5536,1090,4
5522,357,4
2652,2918,4
5925,357,3
4218,2985,2
913,2987,5
5453,1090,5
4647,3255,2
5621,1247,4
5395,2987,3
1817,296,2
4353,1222,4
2376,1393,3
1284,1721,3
1313,1610,3
3931,2395,5
5052,1198,5
3823,2028,5
3681,2355,5
2911,47,5
3762,1127,2
36,969,4
1383,3114,5
1697,1584,5
2088,590,5
3853,1079,4
822,3408,3
2124,1954,5
3281,1391,3
3937,2174,5
5938,1517,4
1579,318,5
2997,47,4
4802,780,1
5266,260,4
5114,2406,5
5329,2028,4
5539,1265,4
2068,3175,3
3522,919,3
1223,1394,4
3823,1500,4
863,2571,4
5805,1265,4
5802,1219,4
5592,1573,3
1237,3421,5
4899,541,5
5367,2194,4
3946,1259,4
2918,3147,1
4277,3418,4
2342,2657,2
4333,2916,5
1115,296,5
2939,2174,4
4042,1527,4
5074,1394,5
585,1214,4
1851,1580,2
3996,736,4
58,3114,5
2674,1307,4
3830,1219,5
5087,2000,3
1383,349,3
1425,1396,4
329,912,4
5960,1259,4
2808,2529,4
5039,1610,1
2042,1127,3
5432,1230,4
3402,2640,3
2186,1200,5
5953,1356,4
4763,2858,5
5319,1356,4
1034,919,4
3163,1784,4
4932,1270,4
25,3578,4
2028,2858,4
1737,1240,5
5646,541,4
3002,2997,5
58,1210,5
3163,1617,5
5622,1136,5
4167,2194,5
749,736,3
3143,480,3
3430,3753,2
4456,1230,4
1117,3176,4
1205,2396,4
1968,1394,4
3531,1307,4
5498,2321,4
355,457,4
3063,1291,5
5539,2395,5
4075,3702,4
5104,2762,5
5519,1673,3
3396,356,2
5278,2529,4
3737,1278,4
5497,1968,5
5617,2628,4
2934,1676,2
3342,3578,5
2805,541,4
5441,3448,5
1679,2396,3
5980,1079,4
5105,1304,4
4215,858,5
3610,1196,3
2322,2355,5
3909,223,4
1335,2791,3
4026,2011,3
5269,2804,5
1391,3160,2
876,3147,4
4072,541,5
3607,3527,4
5535,32,3
5583,2683,2
5344,1210,1
4502,2174,4
4014,1127,3
2336,110,4
807,1259,4
2039,912,4
2215,32,2
1950,1240,4
5755,2640,4
4140,2699,3
3208,648,3
3844,1225,3
4973,1307,4
4942,1917,3
5600,1210,5
5995,1396,4
1791,2692,2
4655,34,5
4361,1225,5
5397,3256,4
1498,3578,5
637,2012,4
1759,3253,4
5460,1221,5
3129,2791,5
5675,2571,4
4229,1784,5
3056,3527,4
3331,50,5
4898,912,5
3471,47,5
524,357,4
2304,21,4
5315,527,5
5940,2706,3
853,2396,4
5002,457,4
3401,587,2
5096,2916,1
305,1288,5
1358,480,5
4126,919,4
5251,2762,5
2769,2355,4
4769,1127,4
2796,1573,2
5736,3623,4
1844,1617,4
1965,1704,3
1551,2321,4
3189,1198,5
5843,527,5
2593,541,5
2740,457,4
4978,1206,5
2026,1617,4
816,1210,3
1949,1961,4
2991,1252,5
4726,316,3
48,50,4
2323,50,3
2004,1584,5
1675,2012,3
3896,780,3
5831,2395,4
3349,592,5
4706,1968,4
3853,733,4
1343,1265,5
494,587,5
5103,592,5
2660,357,2
767,3421,3
2258,2174,4
258,3418,4
5117,2396,5
5113,1127,1
1729,3751,4
1019,2302,4
889,2324,1
2054,2355,5
1461,1544,1
4216,2302,5
984,1393,4
978,223,5
4057,2858,1
5344,1247,4
2585,908,4
1130,2657,1
2242,2700,4
3081,750,5
3792,2455,4
4272,1240,5
5063,1247,5
2063,2396,5
5345,1370,3
3386,593,4
2985,2916,3
2941,1265,4
1623,1527,4
1657,595,4
1939,1653,4
2748,1527,4
3540,318,4
5787,2918,4
461,2858,4
1362,1196,5
436,593,5
3590,1291,4
5732,480,4
415,2797,3
3370,2000,3
3990,1097,5
977,1210,2
5503,608,4
1266,2692,4
3208,223,4
212,1073,3
372,3793,4
1291,541,5
1846,1213,5
5878,1394,5
3092,480,3
4520,1225,4
157,1374,4
3496,1641,5
4578,1,4
4619,357,5
3536,1291,4
733,364,5
3609,733,3
5187,3527,2
2901,1610,5
4075,1358,4
1141,924,4
6014,1213,4
4064,908,4
2050,3081,3
4782,111,3
3901,2395,4
1199,2762,4
1491,3408,2
3890,2918,5
5667,969,4
3757,1242,5
674,3418,2
5710,2028,5
3993,590,2
4217,2959,4
5950,3253,3
4942,923,3
3582,1580,4
1539,912,5
4916,2355,1
3588,1358,5
2916,457,2
2092,1393,4
1699,1307,4
5043,587,4
3051,364,4
4022,1097,3
5347,2012,4
533,3702,4
3053,1968,3
1717,1259,4
5707,1294,4
3690,1704,5
71,2959,3
4560,2762,5
4957,1200,4
4048,1214,2
4217,32,4
558,367,3
832,2100,1
5629,2571,3
4747,2699,4
689,1393,4
2025,316,3
3808,1089,5
4224,1584,3
3035,1387,4
577,2858,5
4577,1219,4
3229,1610,4
4072,1784,5
571,480,5
5134,1136,5
1124,2858,4
533,3481,5
3031,1259,5
5568,1136,5
4591,1387,4
5865,2012,3
3067,1225,5
1645,3623,2
3109,3114,3
1793,1573,2
3242,1200,3
1356,1370,1
4329,608,2
4237,1089,4
43,2763,3
5457,316,3
1253,34,4
6035,1376,4
3864,1294,5
2119,1527,4
5270,2529,5
2185,1213,4
4335,364,5
56,318,4
5115,1358,5
1088,858,5
5126,1387,5
4005,3623,3
2931,296,5
3430,296,2
4181,3147,4
3550,1294,4
445,2706,3
3089,3175,5
647,2699,2
3576,1608,4
577,1278,5
5493,2791,5
1594,1394,4
18,34,5
4650,2706,5
1916,1219,5
3796,587,5
2342,1198,5
486,34,5
260,1214,3
3000,3793,3
118,3751,4
2077,2918,5
4001,2268,2
4352,34,4
3884,1923,3
899,1584,4
3666,3256,4
3178,2174,3
3871,2706,5
2090,1036,5
1354,1580,4
3518,2174,4
4221,923,5
3072,150,3
2964,1259,5
3422,3255,2
4484,2987,4
5550,3147,4
5798,1294,4
1218,1356,3
5366,1517,4
5074,2000,4
5166,2012,2
1807,1641,1
4487,380,3
1311,1073,2
4535,648,4
4407,1923,5
3269,1265,5
5210,3753,3
4508,1676,3
1728,2716,5
5645,2628,4
1218,1704,4
3663,1214,4
412,1214,4
2872,527,5
755,541,3
1828,1968,3
2929,1196,5
3770,3421,5
3745,2683,4
2928,3255,3
1658,1610,4
506,2683,3
4808,1387,4
5085,1259,5
5163,1391,4
2205,2804,5
225,2628,1
5989,2302,5
5964,2115,5
5463,924,4
5131,1196,5
1430,1784,5
4404,110,5
1543,3753,5
5654,21,3
398,1265,4
2202,1073,2
3894,592,3
2669,1200,5
2294,1079,3
2436,2997,4
319,3147,4
2459,2762,4
5738,1394,5
273,1198,4
3167,3578,4
1831,2700,5
53,2959,5
579,1210,4
5,2028,2
940,3623,4
5831,3751,4
676,1961,5
5035,32,3
3473,912,5
1639,541,4
2899,1036,4
954,1097,4
4281,2100,3
3950,1732,3
1724,1954,5
5236,3175,3
3344,1208,5
3597,2987,5
1591,1225,5
1168,2918,4
2426,1097,4
5029,367,5
5636,1573,2
900,2997,5
5167,1617,5
4732,1370,2
1680,2455,5
5627,1197,4
3756,3081,3
1231,2858,4
3588,1370,4
5369,2716,4
4637,2997,4
1053,2396,3
4817,3753,4
2638,1544,2
2244,593,5
4728,357,4
1800,2987,4
5443,1036,5
5675,1230,4
5647,2115,4
263,1197,5
3393,2100,2
2286,2791,5
3185,1197,1
3716,736,4
3771,1370,2
5512,457,4
3425,1136,5
2041,1617,5
3220,1208,4
1422,32,5
271,2291,5
1307,1240,5
802,648,4
3940,3751,4
1842,2657,4
1141,1079,5
5282,3481,3
1597,364,3
4499,1089,5
3280,2791,4
5085,1230,5
5065,1259,3
1279,3702,2
5763,1291,3
2172,1073,3
808,1197,3
4663,2028,3
1701,1259,4
5257,1214,3
647,1356,2
534,3578,5
5148,377,4
4170,1196,3
3695,2657,4
2462,318,5
892,1394,2
2944,110,5
1415,3623,3
3650,780,5
1680,2012,3
5974,1721,3
2269,480,5
1289,1225,5
1483,1247,3
5454,2858,4
2247,924,5
4534,587,3
3853,1097,4
212,3448,5
2589,858,5
4023,2529,3
3569,260,4
435,1580,4
651,3702,5
5412,1721,3
3588,1387,5
2212,2858,5
1880,2406,4
5996,608,1
3648,1198,5
2743,3578,5
5731,1291,4
1532,527,5
2189,3175,5
2748,3578,3
1547,527,5
4449,1641,4
4071,1304,5
2875,32,5
5386,2683,5
1584,780,1
5178,3255,4
2684,1673,4
759,39,5
1899,1288,5
2621,527,4
3013,2011,4
2392,2706,4
1735,2683,4
5061,1270,5
1218,1210,3
3451,1517,5
5457,541,5
3503,3175,4
3259,1079,4
5014,2640,2
1317,2699,3
4137,1197,5
287,1094,3
1303,1517,5
3502,318,5
2261,2324,5
5401,2291,3
3020,541,2
1819,1036,5
3376,2710,1
3081,527,5
1120,367,4
3878,2640,3
3820,2571,5
1409,111,5
3649,1036,3
4658,2194,4
2092,39,3
4064,150,4
3459,3578,5
4644,480,3
3393,3527,4
5047,1580,3
331,296,5
2012,1259,3
5721,2028,2
2792,2716,3
475,1544,4
5798,1220,4
2641,110,4
1988,3471,3
3163,110,5
5690,924,5
4773,1393,3
5254,2710,1
3231,316,3
4066,3471,3
5225,260,4
1125,527,5
3483,1358,5
5414,1097,4
785,592,2
1354,1265,5
1190,2916,4
3599,349,4
4517,2011,2
935,2916,4
2024,2716,5
2537,2804,4
2279,1136,4
904,111,3
2230,3147,4
3393,1610,5
6000,318,5
5353,111,4
2356,924,3
1458,2174,3
3841,1270,3
150,2706,3
1034,2406,4
924,1704,4
4793,2012,1
738,3753,5
479,1136,4
1714,1,5
3112,608,5
1159,780,2
5480,1073,3
2969,1214,5
3208,1208,5
783,21,4
5283,3702,5
4685,39,4
2946,3527,3
3794,2762,4
1465,2406,4
5604,593,5
4438,1220,3
1794,2100,2
310,1270,3
4447,357,4
293,648,2
2175,2700,5
4007,2455,3
3035,1240,1
4395,318,5
839,2692,4
3454,1923,3
739,260,5
5550,1374,4
4721,2762,5
3311,3793,4
5236,2000,4
5433,457,4
1194,919,4
3942,2174,3
4198,480,4
5621,2762,5
424,3702,5
1401,1221,4
4419,1198,2
5786,969,4
2774,1500,5
3166,1196,4
4085,1196,3
839,1230,4
4747,1608,4
520,2706,3
1344,2455,3
4120,1259,4
4948,2100,5
634,588,5
4456,2028,1
451,111,5
777,1225,3
59,480,3
1817,2797,4
1793,318,5
801,2985,4
291,858,3
1272,588,4
5643,111,4
1119,1270,4
3117,1097,2
4824,3253,5
1854,2710,2
4792,1608,3
1632,733,1
2063,3081,4
5259,1610,3
3224,1608,4
3763,2174,5
4179,1079,5
3974,780,3
331,2791,5
1211,589,3
713,1917,3
3274,32,4
2219,2324,4
1755,2858,5
3681,1394,5
1317,2706,3
1680,296,5
712,1,4
711,318,3
1712,1580,3
5704,2028,4
5972,1923,5
2330,1527,4
2942,1214,4
5595,2628,2
5894,593,4
4953,589,4
1635,3702,5
1423,3578,4
2060,1221,3
1598,3702,5
5557,260,5
4132,1291,5
3163,1393,4
1304,2406,3
1799,2628,3
748,480,3
3403,733,5
2765,1527,3
1345,589,4
3786,318,5
4928,111,5
506,3753,4
432,357,2
946,527,5
1523,2716,3
648,589,4
4054,316,4
396,1220,4
3336,1968,2
65,2762,5
4680,648,3
1665,1206,3
2972,2699,3
1067,296,5
4459,3176,4
5671,2640,4
1340,364,5
4093,2804,5
1415,318,3
2926,527,5
3847,3753,3
2824,1527,5
4793,2762,5
263,1240,5
1137,32,3
3412,1517,4
895,223,3
1192,1573,1
3403,2997,4
4169,2115,3
5387,1544,3
3600,2791,3
284,2706,4
949,1304,4
2776,590,5
2671,480,5
2252,3753,5
2784,356,4
3438,1784,5
4269,2918,3
3067,3160,2
2459,318,5
5410,3702,4
2579,318,4
4289,1196,4
4089,1247,4
4713,3176,5
5275,1396,3
859,1573,4
5665,50,5
2307,1200,4
2395,1784,3
230,1079,5
3763,1291,5
2849,969,5
3874,1387,5
2743,1393,3
1980,969,5
5259,111,5
4904,2700,5
2347,1210,5
5269,1961,3
2608,2987,4
58,2321,4
889,318,5
5535,1200,5
5880,1247,5
5385,2959,4
2411,480,3
4409,34,5
3807,3418,4
3485,318,3
2917,908,5
2994,1221,4
5237,1136,3
3277,2291,4
5614,589,5
1084,1242,4
1137,110,4
1426,21,3
5750,1208,4
5771,923,4
261,39,3
3361,2628,3
3524,2706,5
1693,1294,4
2077,2599,2
952,356,4
4107,1240,3
3967,1278,3
2008,3147,4
3416,1196,5
1685,1704,3
3618,593,5
1767,527,5
3733,32,4
2729,110,5
4556,1294,4
5512,780,3
157,1721,3
5841,2640,4
1638,2987,4
1068,858,5
5682,34,4
4312,2804,5
