UserID,MovieID,Rating,actual_class,predicted_rating,predicted_class
4139,1573,2,Negative,0.666000719882008,Negative
2092,2791,5,Positive,0.8531150576405839,Negative
2882,318,5,Positive,1.4788455182962748,Negative
5682,1653,5,Positive,0.6612070244215629,Negative
5441,1917,4,Positive,0.6203901399034656,Negative
712,1213,5,Positive,0.9425032689552446,Negative
2148,2657,5,Positive,0.6272310472019511,Negative
609,541,4,Positive,1.0420365183285198,Negative
3825,541,5,Positive,1.0420365183285198,Negative
1757,3256,4,Positive,0.6752505944411847,Negative
4807,1240,5,Positive,1.047695884585529,Negative
819,733,3,Negative,0.6934682129602485,Negative
2463,608,3,Negative,1.3521071369432025,Negative
3551,593,4,Positive,1.4914026002189882,Negative
5,608,4,Positive,1.3521071369432025,Negative
1088,50,5,Positive,1.2137771261886643,Negative
1022,2683,1,Negative,0.7068357390556087,Negative
2749,1210,5,Positive,1.5412759160016571,Positive
4075,1198,3,Negative,1.6311593158734736,Positive
2583,1387,5,Positive,0.8115143138577771,Negative
2166,2291,4,Positive,0.7117655932949598,Negative
5876,1036,4,Positive,0.8715971551331755,Negative
2544,3578,3,Negative,0.7833153959002629,Negative
3338,1968,4,Positive,0.7790592779381684,Negative
4196,1961,5,Positive,0.6985337119554593,Negative
3431,260,5,Positive,1.7249980565624505,Positive
1545,260,4,Positive,1.7249980565624505,Positive
5771,3421,4,Positive,0.7837917970668883,Negative
4303,480,4,Positive,1.2333626903449095,Negative
3151,919,5,Positive,0.795922407401794,Negative
1899,595,4,Positive,0.650629461826021,Negative
3272,3256,4,Positive,0.6752505944411847,Negative
5317,590,3,Negative,0.7090874758518075,Negative
5343,588,5,Positive,0.659922548133115,Negative
1234,3481,4,Positive,0.7163754449251024,Negative
3022,223,4,Positive,0.7394709755194876,Negative
4907,2396,4,Positive,0.9715660518102279,Negative
3919,2858,1,Negative,1.4874872527632579,Negative
507,1617,3,Negative,1.1501549327185985,Negative
4790,593,5,Positive,1.4914026002189882,Negative
2420,1610,5,Positive,0.8399020700945078,Negative
4975,1356,3,Negative,0.7424027828070539,Negative
1340,1,5,Positive,0.797129428256218,Negative
2812,2302,4,Positive,0.667356552143896,Negative
3733,1136,4,Positive,0.8039103350841971,Negative
1918,2396,5,Positive,0.9715660518102279,Negative
4489,1641,5,Positive,0.7075312356739948,Negative
5386,110,5,Positive,1.3992706957157817,Negative
3697,480,5,Positive,1.2333626903449095,Negative
2085,1784,5,Positive,0.6837963703170322,Negative
5395,2762,5,Positive,1.0568489430244752,Negative
5991,2355,5,Positive,0.8122995907506542,Negative
3679,541,4,Positive,1.0420365183285198,Negative
3105,969,3,Negative,0.8240730874929197,Negative
4318,1225,4,Positive,0.775058625426496,Negative
4253,2700,2,Negative,0.722485390291717,Negative
2624,593,5,Positive,1.4914026002189882,Negative
3464,1193,5,Positive,0.8716986536201137,Negative
4702,1097,4,Positive,0.8321871525849307,Negative
5103,1374,4,Positive,0.7412304866850321,Negative
3694,1580,3,Negative,1.0975768594646886,Negative
4635,1270,4,Positive,1.000770881493064,Negative
570,595,4,Positive,0.650629461826021,Negative
3581,2628,4,Positive,0.7793204671930763,Negative
2888,2997,2,Negative,0.891210288010446,Negative
1066,1307,4,Positive,0.7807451876978218,Negative
2281,858,5,Positive,0.8700322704380661,Negative
2389,1517,5,Positive,0.7500009008761814,Negative
3683,2959,3,Negative,0.7167074794567333,Negative
2164,3578,5,Positive,0.7833153959002629,Negative
1015,1221,5,Positive,0.9252097301849512,Negative
3169,1356,5,Positive,0.7424027828070539,Negative
5759,2571,5,Positive,1.3171215321607201,Negative
2756,588,3,Negative,0.659922548133115,Negative
396,908,4,Positive,0.8346630018183658,Negative
3704,3623,2,Negative,0.6431509839097863,Negative
1333,1240,3,Negative,1.047695884585529,Negative
2268,2858,4,Positive,1.4874872527632579,Negative
3878,1214,5,Positive,1.0369600519597655,Negative
2631,1136,5,Positive,0.8039103350841971,Negative
1218,590,3,Negative,0.7090874758518075,Negative
4271,912,5,Positive,0.8341378350380851,Negative
854,1240,4,Positive,1.047695884585529,Negative
4534,3623,5,Positive,0.6431509839097863,Negative
3934,3751,3,Negative,0.6907012641245154,Negative
3998,924,4,Positive,0.8235469588944729,Negative
2864,2599,4,Positive,0.782560687159407,Negative
3082,2699,3,Negative,0.5948404231602327,Negative
854,3753,4,Positive,0.6251644360337029,Negative
5198,1784,3,Negative,0.6837963703170322,Negative
5759,1784,2,Negative,0.6837963703170322,Negative
3013,1198,4,Positive,1.6311593158734736,Positive
1628,541,4,Positive,1.0420365183285198,Negative
5302,3753,4,Positive,0.6251644360337029,Negative
5398,2858,5,Positive,1.4874872527632579,Negative
687,2657,3,Negative,0.6272310472019511,Negative
4458,1240,3,Negative,1.047695884585529,Negative
1753,2571,5,Positive,1.3171215321607201,Negative
2286,223,4,Positive,0.7394709755194876,Negative
65,3147,5,Positive,0.6975180360830403,Negative
1349,1196,5,Positive,1.7066354622055881,Positive
509,21,3,Negative,0.6716798162788526,Negative
3243,2762,5,Positive,1.0568489430244752,Negative
4150,592,3,Negative,0.7369631668759163,Negative
2594,608,2,Negative,1.3521071369432025,Negative
5253,1,4,Positive,0.797129428256218,Negative
706,3176,4,Positive,0.6562777031096363,Negative
608,1917,3,Negative,0.6203901399034656,Negative
5404,733,3,Negative,0.6934682129602485,Negative
5074,3623,1,Negative,0.6431509839097863,Negative
5404,1387,4,Positive,0.8115143138577771,Negative
4745,1230,5,Positive,0.80762149881535,Negative
2761,349,4,Positive,0.6730075958151168,Negative
426,3793,3,Negative,0.6234684838328168,Negative
1835,2000,5,Positive,0.7552804995661112,Negative
5341,1210,4,Positive,1.5412759160016571,Positive
5964,2355,4,Positive,0.8122995907506542,Negative
3147,223,4,Positive,0.7394709755194876,Negative
5942,1307,3,Negative,0.7807451876978218,Negative
981,2804,4,Positive,0.8170383571357404,Negative
2205,364,3,Negative,0.6779600206728058,Negative
664,480,5,Positive,1.2333626903449095,Negative
1437,3448,4,Positive,0.7019617927531026,Negative
1558,1198,5,Positive,1.6311593158734736,Positive
3118,589,4,Positive,1.557547702194516,Positive
5448,587,2,Negative,0.6447391216484832,Negative
1599,318,4,Positive,1.4788455182962748,Negative
1345,3114,5,Positive,0.9448239812393007,Negative
1762,1240,5,Positive,1.047695884585529,Negative
2013,1270,5,Positive,1.000770881493064,Negative
1322,2918,4,Positive,0.8352349379314801,Negative
3753,1259,5,Positive,0.9036240376757124,Negative
4326,1094,5,Positive,0.7379995692493264,Negative
3391,1376,4,Positive,0.7489293105470137,Negative
173,318,5,Positive,1.4788455182962748,Negative
5973,1676,4,Positive,0.6471383752717504,Negative
2792,2291,3,Negative,0.7117655932949598,Negative
2890,1196,5,Positive,1.7066354622055881,Positive
4303,21,3,Negative,0.6716798162788526,Negative
1947,912,5,Positive,0.8341378350380851,Negative
2222,1961,5,Positive,0.6985337119554593,Negative
3726,457,4,Positive,0.8388314355714099,Negative
4087,2716,4,Positive,0.9605440064134316,Negative
5819,3256,3,Negative,0.6752505944411847,Negative
4855,2324,5,Positive,0.7247471719846633,Negative
757,3527,4,Positive,0.6681293069407824,Negative
4954,2791,1,Negative,0.8531150576405839,Negative
4858,1196,5,Positive,1.7066354622055881,Positive
1322,3255,5,Positive,0.6801956429317723,Negative
3203,2355,5,Positive,0.8122995907506542,Negative
1203,3081,4,Positive,0.6202053806060728,Negative
1683,587,5,Positive,0.6447391216484832,Negative
5730,587,4,Positive,0.6447391216484832,Negative
4816,733,5,Positive,0.6934682129602485,Negative
5475,2959,5,Positive,0.7167074794567333,Negative
4271,1784,4,Positive,0.6837963703170322,Negative
2177,1259,4,Positive,0.9036240376757124,Negative
1767,1206,5,Positive,0.8084857823733286,Negative
4510,32,2,Negative,0.7259833018734566,Negative
237,1721,5,Positive,0.685139091790052,Negative
5562,3471,4,Positive,0.8141356749861997,Negative
1609,457,4,Positive,0.8388314355714099,Negative
2824,364,5,Positive,0.6779600206728058,Negative
3242,380,3,Negative,0.6757994498448986,Negative
5685,736,3,Negative,0.6361457842196526,Negative
3829,1242,4,Positive,0.7558796141636851,Negative
5250,110,5,Positive,1.3992706957157817,Negative
4013,858,3,Negative,0.8700322704380661,Negative
3082,919,5,Positive,0.795922407401794,Negative
3578,1784,4,Positive,0.6837963703170322,Negative
2737,2321,3,Negative,0.7012478212771996,Negative
3489,589,5,Positive,1.557547702194516,Positive
5180,111,4,Positive,0.8522342919780109,Negative
3414,912,4,Positive,0.8341378350380851,Negative
5128,1258,4,Positive,0.7952877517259923,Negative
5779,1206,3,Negative,0.8084857823733286,Negative
3491,39,4,Positive,0.6918261954617296,Negative
3655,2797,4,Positive,0.7491865935467631,Negative
2896,1923,3,Negative,0.6932383373907554,Negative
4647,1278,3,Negative,0.7647614181290996,Negative
1072,1247,5,Positive,0.8203867946516701,Negative
5755,1214,5,Positive,1.0369600519597655,Negative
5858,1222,4,Positive,0.7819545650607745,Negative
461,608,3,Negative,1.3521071369432025,Negative
1904,1242,5,Positive,0.7558796141636851,Negative
2328,608,3,Negative,1.3521071369432025,Negative
5916,1094,3,Negative,0.7379995692493264,Negative
5116,2858,5,Positive,1.4874872527632579,Negative
4356,260,5,Positive,1.7249980565624505,Positive
2015,1304,5,Positive,0.7651742301092791,Negative
1880,1954,4,Positive,0.7414728266666365,Negative
1422,110,5,Positive,1.3992706957157817,Negative
1629,21,5,Positive,0.6716798162788526,Negative
3129,2321,3,Negative,0.7012478212771996,Negative
2663,3408,5,Positive,0.722189163721184,Negative
4865,2916,2,Negative,0.7367800250165949,Negative
3815,1270,5,Positive,1.000770881493064,Negative
2489,3253,3,Negative,0.7026883993160089,Negative
1769,2706,3,Negative,0.7761059954255105,Negative
4517,2804,5,Positive,0.8170383571357404,Negative
4323,2916,3,Negative,0.7367800250165949,Negative
3377,1610,4,Positive,0.8399020700945078,Negative
2579,2858,5,Positive,1.4874872527632579,Negative
4801,1387,5,Positive,0.8115143138577771,Negative
4802,920,4,Positive,0.7594779924117548,Negative
273,648,5,Positive,0.6770975915806517,Negative
4994,3471,5,Positive,0.8141356749861997,Negative
549,3253,4,Positive,0.7026883993160089,Negative
4063,1242,5,Positive,0.7558796141636851,Negative
4457,2692,4,Positive,0.7100879286388562,Negative
2539,1222,4,Positive,0.7819545650607745,Negative
3384,1230,5,Positive,0.80762149881535,Negative
938,3751,5,Positive,0.6907012641245154,Negative
3048,2791,4,Positive,0.8531150576405839,Negative
528,3175,4,Positive,0.6372979416421669,Negative
982,920,5,Positive,0.7594779924117548,Negative
4409,3578,4,Positive,0.7833153959002629,Negative
1650,1653,4,Positive,0.6612070244215629,Negative
743,39,4,Positive,0.6918261954617296,Negative
5536,2268,4,Positive,0.7389021274152336,Negative
705,593,5,Positive,1.4914026002189882,Negative
3708,110,4,Positive,1.3992706957157817,Negative
5178,2706,3,Negative,0.7761059954255105,Negative
1207,150,4,Positive,0.7985091786316526,Negative
4417,1370,3,Negative,0.6719944798273109,Negative
5376,1374,5,Positive,0.7412304866850321,Negative
10,1291,5,Positive,0.8539776115348351,Negative
948,1784,4,Positive,0.6837963703170322,Negative
960,589,4,Positive,1.557547702194516,Positive
2680,2700,4,Positive,0.722485390291717,Negative
5829,1036,3,Negative,0.8715971551331755,Negative
3717,2762,5,Positive,1.0568489430244752,Negative
5434,1206,4,Positive,0.8084857823733286,Negative
198,1210,5,Positive,1.5412759160016571,Positive
1224,1278,4,Positive,0.7647614181290996,Negative
3326,480,4,Positive,1.2333626903449095,Negative
2909,2115,5,Positive,0.8311635635234907,Negative
4072,588,4,Positive,0.659922548133115,Negative
5502,357,1,Negative,0.722030005156488,Negative
2866,2706,3,Negative,0.7761059954255105,Negative
4395,1,3,Negative,0.797129428256218,Negative
2986,3527,3,Negative,0.6681293069407824,Negative
4404,3160,5,Positive,0.7487372741749573,Negative
1674,39,4,Positive,0.6918261954617296,Negative
4023,1387,5,Positive,0.8115143138577771,Negative
790,356,3,Negative,0.7533603285994034,Negative
782,3793,3,Negative,0.6234684838328168,Negative
4251,1307,4,Positive,0.7807451876978218,Negative
377,480,5,Positive,1.2333626903449095,Negative
1369,593,4,Positive,1.4914026002189882,Negative
3312,357,4,Positive,0.722030005156488,Negative
438,2355,4,Positive,0.8122995907506542,Negative
4237,593,5,Positive,1.4914026002189882,Negative
5397,2700,3,Negative,0.722485390291717,Negative
1333,2000,4,Positive,0.7552804995661112,Negative
2883,2791,4,Positive,0.8531150576405839,Negative
3182,1527,4,Positive,0.6026165753653019,Negative
2808,1961,3,Negative,0.6985337119554593,Negative
5636,1242,3,Negative,0.7558796141636851,Negative
1408,2763,3,Negative,0.6386093924953032,Negative
3112,1617,5,Positive,1.1501549327185985,Negative
179,1222,4,Positive,0.7819545650607745,Negative
849,3175,2,Negative,0.6372979416421669,Negative
2041,2858,4,Positive,1.4874872527632579,Negative
924,1617,5,Positive,1.1501549327185985,Negative
3274,1376,3,Negative,0.7489293105470137,Negative
2580,1270,3,Negative,1.000770881493064,Negative
495,260,5,Positive,1.7249980565624505,Positive
3401,2000,5,Positive,0.7552804995661112,Negative
1227,593,3,Negative,1.4914026002189882,Negative
3608,21,5,Positive,0.6716798162788526,Negative
1530,3160,4,Positive,0.7487372741749573,Negative
3129,1653,4,Positive,0.6612070244215629,Negative
19,260,3,Negative,1.7249980565624505,Positive
5427,260,5,Positive,1.7249980565624505,Positive
1912,364,2,Negative,0.6779600206728058,Negative
3614,1,3,Negative,0.797129428256218,Negative
5466,3623,5,Positive,0.6431509839097863,Negative
1059,2406,3,Negative,0.7193858657767835,Negative
588,1079,5,Positive,0.8201388177647483,Negative
3327,356,4,Positive,0.7533603285994034,Negative
2129,1610,4,Positive,0.8399020700945078,Negative
2953,3114,4,Positive,0.9448239812393007,Negative
310,1307,5,Positive,0.7807451876978218,Negative
4356,1673,4,Positive,0.7245680202329169,Negative
4072,50,5,Positive,1.2137771261886643,Negative
4653,1247,3,Negative,0.8203867946516701,Negative
5223,1968,3,Negative,0.7790592779381684,Negative
1451,3421,3,Negative,0.7837917970668883,Negative
4927,1676,3,Negative,0.6471383752717504,Negative
2966,349,5,Positive,0.6730075958151168,Negative
4948,1221,4,Positive,0.9252097301849512,Negative
1113,39,3,Negative,0.6918261954617296,Negative
1941,1391,4,Positive,0.6167311804568458,Negative
1950,316,3,Negative,0.6735460260234964,Negative
4481,733,3,Negative,0.6934682129602485,Negative
5605,3793,1,Negative,0.6234684838328168,Negative
1264,1954,4,Positive,0.7414728266666365,Negative
2929,2640,4,Positive,0.6850651777792033,Negative
673,1259,3,Negative,0.9036240376757124,Negative
5227,2916,5,Positive,0.7367800250165949,Negative
3129,2700,5,Positive,0.722485390291717,Negative
1389,1393,2,Negative,0.7588983311526017,Negative
3119,2959,1,Negative,0.7167074794567333,Negative
5183,367,3,Negative,0.6272462944181566,Negative
3963,858,5,Positive,0.8700322704380661,Negative
5413,223,5,Positive,0.7394709755194876,Negative
1733,296,5,Positive,1.245470971688344,Negative
2566,1214,3,Negative,1.0369600519597655,Negative
1369,296,5,Positive,1.245470971688344,Negative
4950,3408,4,Positive,0.722189163721184,Negative
746,3448,3,Negative,0.7019617927531026,Negative
1000,3751,4,Positive,0.6907012641245154,Negative
2677,527,4,Positive,1.4647199539378462,Negative
5463,2762,4,Positive,1.0568489430244752,Negative
2331,1732,2,Negative,0.6839052826090569,Negative
4518,588,5,Positive,0.659922548133115,Negative
3308,380,3,Negative,0.6757994498448986,Negative
5955,2302,4,Positive,0.667356552143896,Negative
1140,110,3,Negative,1.3992706957157817,Negative
2194,1198,5,Positive,1.6311593158734736,Positive
4098,1036,5,Positive,0.8715971551331755,Negative
2899,2100,5,Positive,0.7930865350776477,Negative
4054,39,4,Positive,0.6918261954617296,Negative
3733,3253,3,Negative,0.7026883993160089,Negative
4033,2804,5,Positive,0.8170383571357404,Negative
5560,1097,5,Positive,0.8321871525849307,Negative
3366,1291,5,Positive,0.8539776115348351,Negative
4401,1240,4,Positive,1.047695884585529,Negative
3484,2174,3,Negative,0.7485299395523525,Negative
3425,2918,4,Positive,0.8352349379314801,Negative
4879,1527,4,Positive,0.6026165753653019,Negative
4322,2268,4,Positive,0.7389021274152336,Negative
123,2599,3,Negative,0.782560687159407,Negative
5558,736,2,Negative,0.6361457842196526,Negative
2904,1393,3,Negative,0.7588983311526017,Negative
3499,1200,4,Positive,1.0397185357699934,Negative
5788,480,4,Positive,1.2333626903449095,Negative
1846,1968,3,Negative,0.7790592779381684,Negative
4790,1090,4,Positive,0.7726777024427511,Negative
4611,32,2,Negative,0.7259833018734566,Negative
3733,1240,3,Negative,1.047695884585529,Negative
2282,2985,5,Positive,0.6905957246609433,Negative
4906,527,4,Positive,1.4647199539378462,Negative
2810,595,5,Positive,0.650629461826021,Negative
169,1288,4,Positive,0.8213622788321211,Negative
984,924,4,Positive,0.8235469588944729,Negative
3300,924,3,Negative,0.8235469588944729,Negative
2853,39,3,Negative,0.6918261954617296,Negative
2025,50,4,Positive,1.2137771261886643,Negative
3158,356,3,Negative,0.7533603285994034,Negative
4089,1221,5,Positive,0.9252097301849512,Negative
3579,588,3,Negative,0.659922548133115,Negative
2934,1721,5,Positive,0.685139091790052,Negative
2073,1573,3,Negative,0.666000719882008,Negative
2282,733,5,Positive,0.6934682129602485,Negative
4089,2599,4,Positive,0.782560687159407,Negative
1276,1641,3,Negative,0.7075312356739948,Negative
3536,316,4,Positive,0.6735460260234964,Negative
543,32,5,Positive,0.7259833018734566,Negative
5686,1210,3,Negative,1.5412759160016571,Positive
3816,1376,3,Negative,0.7489293105470137,Negative
1418,1197,4,Positive,0.9336602309732058,Negative
424,1097,4,Positive,0.8321871525849307,Negative
5820,2028,5,Positive,1.5147498134208952,Positive
3626,349,4,Positive,0.6730075958151168,Negative
5556,2355,5,Positive,0.8122995907506542,Negative
4991,1198,4,Positive,1.6311593158734736,Positive
1074,3361,2,Negative,0.75167456987449,Negative
2659,1252,5,Positive,0.8590014976846501,Negative
5527,1097,2,Negative,0.8321871525849307,Negative
2753,2791,3,Negative,0.8531150576405839,Negative
2126,1917,3,Negative,0.6203901399034656,Negative
1504,1923,4,Positive,0.6932383373907554,Negative
2131,1544,2,Negative,0.5867380775069707,Negative
3044,608,5,Positive,1.3521071369432025,Negative
5795,1370,4,Positive,0.6719944798273109,Negative
2803,1094,4,Positive,0.7379995692493264,Negative
1866,1608,4,Positive,0.6273136699769325,Negative
1387,608,5,Positive,1.3521071369432025,Negative
1152,3081,3,Negative,0.6202053806060728,Negative
2567,3147,4,Positive,0.6975180360830403,Negative
2848,3793,5,Positive,0.6234684838328168,Negative
4688,2406,5,Positive,0.7193858657767835,Negative
5598,1923,5,Positive,0.6932383373907554,Negative
800,1527,1,Negative,0.6026165753653019,Negative
2847,590,2,Negative,0.7090874758518075,Negative
869,2985,4,Positive,0.6905957246609433,Negative
765,1089,4,Positive,0.9442886694863917,Negative
5223,3751,4,Positive,0.6907012641245154,Negative
777,1265,4,Positive,0.7689676953856969,Negative
985,47,3,Negative,0.7192432729133096,Negative
4381,2918,3,Negative,0.8352349379314801,Negative
4948,1097,1,Negative,0.8321871525849307,Negative
3509,2858,5,Positive,1.4874872527632579,Negative
1611,1376,2,Negative,0.7489293105470137,Negative
4101,593,4,Positive,1.4914026002189882,Negative
2225,3753,2,Negative,0.6251644360337029,Negative
5306,1265,5,Positive,0.7689676953856969,Negative
193,1704,4,Positive,0.827660206300003,Negative
2535,920,5,Positive,0.7594779924117548,Negative
3196,2804,5,Positive,0.8170383571357404,Negative
4049,3471,5,Positive,0.8141356749861997,Negative
4693,527,5,Positive,1.4647199539378462,Negative
3243,380,4,Positive,0.6757994498448986,Negative
5161,1676,4,Positive,0.6471383752717504,Negative
5196,296,3,Negative,1.245470971688344,Negative
5505,1610,3,Negative,0.8399020700945078,Negative
1182,2396,3,Negative,0.9715660518102279,Negative
5293,2028,4,Positive,1.5147498134208952,Positive
3731,1374,4,Positive,0.7412304866850321,Negative
1777,1198,4,Positive,1.6311593158734736,Positive
3591,1610,3,Negative,0.8399020700945078,Negative
5717,2706,5,Positive,0.7761059954255105,Negative
839,2012,4,Positive,0.5972969670574447,Negative
2228,2763,3,Negative,0.6386093924953032,Negative
4767,912,5,Positive,0.8341378350380851,Negative
2851,3176,4,Positive,0.6562777031096363,Negative
1803,2571,5,Positive,1.3171215321607201,Negative
1584,3160,5,Positive,0.7487372741749573,Negative
5232,457,3,Negative,0.8388314355714099,Negative
2263,1294,3,Negative,0.7522507691262699,Negative
1151,480,3,Negative,1.2333626903449095,Negative
137,3418,4,Positive,0.6804154886967347,Negative
610,608,4,Positive,1.3521071369432025,Negative
5974,111,5,Positive,0.8522342919780109,Negative
4673,3176,5,Positive,0.6562777031096363,Negative
5580,1197,5,Positive,0.9336602309732058,Negative
4942,260,5,Positive,1.7249980565624505,Positive
184,296,5,Positive,1.245470971688344,Negative
3423,920,3,Negative,0.7594779924117548,Negative
1051,588,5,Positive,0.659922548133115,Negative
5120,858,5,Positive,0.8700322704380661,Negative
3396,3793,4,Positive,0.6234684838328168,Negative
3253,318,3,Negative,1.4788455182962748,Negative
198,2194,5,Positive,0.7663785920851014,Negative
2931,1089,4,Positive,0.9442886694863917,Negative
3773,2706,5,Positive,0.7761059954255105,Negative
3226,1374,5,Positive,0.7412304866850321,Negative
3329,1288,5,Positive,0.8213622788321211,Negative
2711,2628,1,Negative,0.7793204671930763,Negative
1701,3255,4,Positive,0.6801956429317723,Negative
30,2692,3,Negative,0.7100879286388562,Negative
3518,1210,4,Positive,1.5412759160016571,Positive
1222,736,2,Negative,0.6361457842196526,Negative
5387,1968,2,Negative,0.7790592779381684,Negative
899,356,5,Positive,0.7533603285994034,Negative
4362,2858,5,Positive,1.4874872527632579,Negative
4303,1304,5,Positive,0.7651742301092791,Negative
4104,1097,4,Positive,0.8321871525849307,Negative
2912,2699,4,Positive,0.5948404231602327,Negative
4099,1617,4,Positive,1.1501549327185985,Negative
4007,3361,4,Positive,0.75167456987449,Negative
5271,3471,3,Negative,0.8141356749861997,Negative
5265,1219,5,Positive,0.8216946599989859,Negative
4036,2321,3,Negative,0.7012478212771996,Negative
2537,2571,4,Positive,1.3171215321607201,Negative
1881,1210,4,Positive,1.5412759160016571,Positive
9,912,4,Positive,0.8341378350380851,Negative
5193,1214,5,Positive,1.0369600519597655,Negative
569,1580,4,Positive,1.0975768594646886,Negative
3336,2987,3,Negative,0.7156955663942347,Negative
3394,1954,4,Positive,0.7414728266666365,Negative
1099,223,5,Positive,0.7394709755194876,Negative
1291,1721,2,Negative,0.685139091790052,Negative
